name,id
Lewis Abernathy,52868
Tony Craig,15567
Roberts Gannaway,15567
Steve Pink,243938
Jesús Franco,28656
Cy Endfield,73551
Matt Vancil,25745
Paul Tibbitt,228165
Noboru Iguchi,85349
John Hough,28801
Rocco Urbisci,13643
Roman Prygunov,132759
Brandon Vietti,322456
Takashi Yamazaki,265712
Ryūichi Yagi,265712
Gerald Thomas,5065
Paul Wendkos,43018
Andre van Heerden,77787
Robert Schwentke,262500
Thomas Gilou,39385
Ned Benson,275060
Ned Benson,276401
James Wan,168259
Nicholas Sgarro,75848
Sam Firstenberg,26340
William A. Levey,112058
Boaz Davidson,10580
Noboru Ishiguro,23504
Carl Macek,23504
Quentin Masters,120386
Sam Firstenberg,40040
Rocco Urbisci,13015
Mario Philip Azzopardi,80527
Frank Nissen,16119
Thilo Rothkirch,204712
Granz Henman,9572
Marc Rothemund,9478
Tibor Takács,15674
Louis King,52827
Keishi Ohtomo,221731
Mark Griffiths,61117
Mark Griffiths,52736
Jay Oliva,321528
Andy Fickman,256961
Bob Kelljan,28855
Howard J. Ford,214464
Jonathan Ford,214464
Rajkumar Hirani,21461
Butch Lukic,327418
François Leterrier,39412
Bruno Zincone,61108
Bitto Albertini,40348
Joe D'Amato,39965
Joe D'Amato,28324
Joe D'Amato,28325
Bruno Mattei,28574
Umberto Lenzi,30997
Walter P. Martishius,13284
William Lau,196254
Aleksander Bach,249070
Billy Corben,314407
Elizabeth Banks,254470
Michael A. Simpson,34312
Tom Green,145221
Priyadarshan,21614
Jean LaFleur,28746
Steve Cohen,65497
Tom Six,94365
Gerald Thomas,5061
Ralph Thomas,5056
Ralph Thomas,26181
Bradley Raymond,13179
Don Medford,26357
Anand L Rai,58333
Francis Lawrence,131634
Boaz Yakin,272878
Robert Schwentke,262504
David Yates,259316
Peter Hewitt,289239
Steve Boyum,24020
Eric Bross,62527
Chris Renaud,328111
Kenji Kamiyama,18839
Roland Emmerich,47933
Vikram Bhatt,19951
Gerald Thomas,5064
Rohit Shetty,19670
Sanjay Gadhvi,14194
Seth MacFarlane,214756
Kyle Balda,211672
Pierre Coffin,211672
Robert Iscove,19792
Jeff Woolnough,27847
Robert Hiltzik,35626
Alan Mehrez,36692
Sam Mendes,206647
John De Bello,36779
Osamu Dezaki,17922
Patrick Durham,64325
Joe Nimziki,75623
Jeff Betancourt,14913
Matthew Spradlin,138372
Mike Elliott,297291
Mamoru Oshii,14092
Steve Loter,51786
Kevin Deters,26809
Stevie Wermers,26809
Seth Green,42979
John R. Walker,335753
Douglas Schwartz,204912
Charles Band,231082
John Francis Daley,296099
Jonathan M. Goldstein,296099
Kunihiko Yuyama,227679
Kunihiko Yuyama,39057
Kunihiko Yuyama,25961
Jen Soska,226140
Sylvia Soska,226140
Dallas Richard Hallam,228358
Patrick Horvath,228358
Israel Luna,309063
Zack Snyder,209112
Wych Kaosayananda,286548
John Sherwood,39408
Jake Newsome,115290
Gregory Jacobs,264999
Fred Wolf,335970
Sylvain White,3602
Fuminori Kizaki,62931
Kevin McDonagh,348191
Mike Mendez,294562
Jingming Guo,270842
Torgny Wickman,220436
Butch Lukic,342917
Kenny Ortega,277217
Brian Smith,15657
Kunihiko Yuyama,47292
Stanley Yung,29055
Jonathan Winfrey,27010
Jonathan Winfrey,29054
David Jackson,20435
Ronald F. Maxwell,51881
Dominic Polcino,278604
Lynn Shores,105073
William Clemens,23280
Ciaran Foy,283445
Frank Zuniga,52485
Norton Virgien,23903
Hiroki Shibata,30575
Kunihiko Ikuhara,37100
Hiroki Shibata,28460
Shinsuke Sato,193502
Luc Besson,42949
Hal Needham,41241
Bradley Raymond,12448
Yuichi Fukuda,204342
Zackary Adler,356216
Andrew Duncan,72720
Kunihiko Yuyama,50087
Josh Forbes,345468
Kunihiko Yuyama,303903
Kunihiko Yuyama,350499
Camille Delamarre,287948
Thomas Gilou,86868
Mikael Salomon,50126
John Woo,264264
David Jackson,34204
Stephen Reynolds,351901
Andrew Jones,356149
Shinji Higuchi,340382
Pierre David,30921
Irving Reis,43551
Kevin Tenney,40251
Albert Band,40487
Wolfgang Murnberger,277967
Genndy Tartakovsky,159824
Patty Jenkins,297762
Peter Flinth,93230
Gerald Thomas,32105
Rick Morales,353595
Edward Montagne,54297
Jim Markovic,70553
Banjong Pisanthanakun,39111
Parkpoom Wongpoom,39111
Paween Purijitpanya,39111
Youngyooth Thongkonthun,39111
Sunny Luk Kim-Ching,137409
Longmond Leung Lok-Man,137409
Frank R. Strayer,3936
Gregory Plotkin,146301
Robert Markowitz,2734
Richard J. Lewis,47354
Art Camacho,13721
Jimmy Wang Yu,62762
Damien Leone,231001
Elvis Restaino,36693
Ryan Coogler,312221
Don E. FauntLeRoy,19543
Charles Lamont,51411
Andrew Lau,48943
Jayson Thiessen,292177
Ishi Rudell,292177
Pål Øie,336884
Enzo G. Castellari,69152
Emile Edwin Smith,246594
Lev L. Spiro,26736
Ben Stiller,329833
D.A. Pennebaker,26028
Chris Hegedus,26028
Sean Anders,274167
Jennifer Yuh Nelson,140300
Alessandro Carloni,140300
Jon Hess,40800
John Rawlins,70702
Eric Wirix,201386
William Beaudine,89145
André Hunebelle,111480
Greg Lamberson,27548
Paul Hoen,27621
Paul Tanter,115547
Niels Nørløv Hansen,89877
Kurt Neumann,55873
Rob Spera,46695
Alfonso Corona,47360
Howard R. Cohen,47363
James Lemmo,28920
Tim Story,323675
Jay Oliva,366924
Remo D'Souza,157293
Robert Fuest,137533
Yuen Woo-ping,263341
Babak Najafi,267860
Gerald Thomas,17276
Gerald Thomas,24571
Gerald Thomas,19252
Teppo Airaksinen,366249
Gerald Thomas,24570
Vikram Bhatt,20731
Gerald Thomas,19293
Marco Mak Chi-Sin,127329
Anees Bazmee,20294
Bhushan Patel,158519
Steve Oedekerk,14962
Todd Portugal,26743
Reginald Le Borg,186775
Vishal Pandya,361131
Jean van de Velde,76784
Nick Slatkin,363844
Gerald Thomas,26329
William Lau,382581
Andrew Jones,216016
Jean Yarbrough,186268
Jean Yarbrough,166904
Lloyd Kaufman,136585
John Lee,347689
Kirk Jones,302688
Roy William Neill,33419
William Beaudine,182950
William Beaudine,193459
William Beaudine,185289
Jean Yarbrough,184328
William Beaudine,185273
William Beaudine,187516
William Beaudine,156603
William Beaudine,252916
William Beaudine,115706
Edward Bernds,192371
William Beaudine,116160
Edward Bernds,174195
William Beaudine,116190
Edward Bernds,70313
Edward Bernds,144852
William Beaudine,193435
William Beaudine,178569
Edward Bernds,177234
Jean Yarbrough,230182
Vivek Agnihotri,109907
Vishal Pandya,282346
Cedric Nicolas-Troyan,290595
Nicholas Stoller,325133
William Castle,29829
Ho Meng-Hua,52854
Robert Sparks,3941
Frank R. Strayer,3941
Helge Schneider,1652
Christoph Schlingensief,1652
Xaver Schwarzenberger,9657
Otto Waalkes,9657
Shoji Kawamori,60964
Malcolm D. Lee,326423
Andrew Stanton,127380
Angus MacLane,127380
Fabrizio Laurenti,4457
Robert Day,76081
Masami Ôbari,28697
Hiroshi Watanabe,41365
Shinji Aramaki,160399
Kenichi Yatagai,160399
Jimmy Sangster,31472
Gerald Thomas,5066
Chakri Toleti,116185
Walt Becker,258509
Alexandre Bustillo,300665
Julien Maury,300665
Richard Pepin,78375
James Bobin,241259
Paul Ziller,122293
Jon M. Chu,291805
Joe D'Amato,31264
Anthony Fankhauser,57313
Dave Green,308531
Spiro Razatos,34598
George Mihalka,37237
James Wan,259693
Steven Lovy,30656
Robert Lovy,30656
Paul Feig,43074
Roel Reiné,353610
Paul Greengrass,324668
James DeMonaco,316727
Mike Thurmeier,278154
Galen T. Chu,278154
Jean Flynn,18560
Takeshi Nozue,390734
Greg Antonacci,54107
Anthony C. Ferrante,390989
Mikkel Nørgaard,310602
Dennis Gansel,278924
Sharon Maguire,95610
Michael Damian,382399
Cho Jung-rae,384641
Abbas Alibhai Burmawalla,44749
Mastan Alibhai Burmawalla,44749
Roel Reiné,402331
Norman Foster,50717
Irving Reis,44173
Indra Kumar,20413
Sajid Khan,58051
James Nguyen,188489
Priyadarshan,152625
Martin G. Goldman,87788
Russell Holt,36046
Uwe Boll,250388
Uwe Boll,395925
Sandy Tung,77946
Adam Wingard,351211
Yukihiko Tsutsumi,39123
Steven Green,35701
Ashley Pearce,389396
Oz Scott,32293
Victor Gonzalez,178682
Bille Woodruff,63710
Martha Coolidge,18182
Joyce Chopra,37453
Masaya Fujimori,89825
David Hartman,262848
Ron Howard,207932
Mike Flanagan,335796
Robert Vincent O'Neill,67390
Edward Zwick,343611
Jay Woelfel,50699
Brian Yuzna,59762
Mark Waters,338964
Dano Johnson,337550
Jeffrey Travis,337550
Gareth Edwards,330459
Anna Foerster,346672
Andy Hurst,37708
Rick Sloane,31245
D.J. Caruso,47971
Chris McKay,324849
F. Javier Gutiérrez,14564
Quentin Lawrence,28670
Chad Stahelski,324552
James Mangold,263115
Danny Boyle,180863
Clive Turner,38499
Paul W.S. Anderson,173897
James Foley,341174
Danny Pang,51322
Oxide Pang Chun,51322
Ben Browder,426580
Neill Blomkamp,417004
Richard W. Munchkin,29801
Tania Lamarca,294161
Sérgio Bloch,294161
Steve Wang,11795
Nick Simon,391975
Ridley Scott,126889
Michael A. Simpson,34311
Matt Codd,20004
Bradford May,19002
Charles Band,27296
Alex Zamm,19766
Nick Lyon,15212
Brad Turner,9711
Luigi Cozzi,26452
Q. Allan Brocka,14681
Alex Ranarivelo,213927
Larry Hagman,40983
F. Gary Gray,337339
Brian Fee,260514
Todor Chapkanov,348893
James Nunn,445993
Shuji Goto,41289
Steven Lovy,30655
Jack Arnold,40761
Seth Pinkser,68163
Mark Lamprell,413391
Franck Khalfoun,203835
Christopher Sun,67308
Avgousta Zourelidi,447113
William Lau,360404
Steve Sacks,212470
Stephen Donnelly,413736
Olly Reid,413736
Jun Falkenstein,413736
Garrett Sander,166747
William Lau,260234
Sylvain Blais,260234
David Grossman,26264
Robert Berlinger,19580
Sean McNamara,39346
Kyle Balda,324852
Pierre Coffin,324852
Junichi Mori,294682
Bert I. Gordon,43241
Matt Reeves,281338
Albert Pyun,24230
Stanley A. Long,86190
Richard Wallace,43464
Jay Baruchel,336890
Michael Haigney,10991
Kunihiko Yuyama,10991
Mike Southon,24794
Michael Bay,335988
Timur Bekmambetov,313556
Dmitriy Kiselev,313556
Yury Bykov,313556
Aleksandr Kott,313556
Aleksandr Karpilovskiy,313556
Fritz Kiersch,86337
Curt Geda,64202
Dan Riba,64202
Yukio Suzuki,64202
Butch Lukic,64202
Alain Desrochers,417489
Walter Boos,70609
Ernst Hofbauer,70609
Ernst Hofbauer,36886
Kenny Ortega,417320
Terence Fisher,3104
Gerald Thomas,19307
